Word	Similar_Word	Sense_id	Semantic_Similarity
accord	untrammelled	1	0.63902164
accord	utmost	1	0.63080424
accord	vectra	1	0.64914364
accord	vitz	1	0.63822967
accord	yaris	1	0.6732593
account	abridgement	1	0.6850941
account	abridgment	1	0.6872593
account	anecdote	1	0.7482976
account	consideration	1	0.8302315
account	detailing	1	0.6690479
account	essay	1	0.7090278
account	fall	1	0.60667664
account	narrative	1	0.741716
account	process	1	0.60842204
account	put	1	0.58441573
account	recollections	1	0.68433386
account	recounting	1	0.67205924
account	refutation	1	0.6666368
act	active	1	0.6797457
act	acts	1	0.79475844
act	amended	1	0.73922306
act	amending	1	0.7119782
act	amendment	1	0.8143541
act	behave	1	0.69021195
act	cabaret	1	0.7194794
act	enacted	1	0.7771885
act	encore	1	0.6781797
act	ensemble	1	0.6829902
act	group	1	0.67346793
act	induce	1	0.67406166
act	initiate	1	0.73219377
act	interlude	1	0.6679358
action	1915	1	0.70688254
action	actions	1	0.7514679
action	assault	1	0.7075866
action	bipartisan	1	0.7239478
action	campaigning	1	0.69300824
action	citizensa	1	0.6869323
action	coercion	1	0.70331687
action	dunkirk	1	0.7087731
action	engaged	1	0.74622357
action	engagements	1	0.7184084
action	epehy	1	0.71652853
action	evacuation	1	0.7147036
action	fought	1	0.7130742
action	gallipoli	1	0.76648426
action	grassroots	1	0.7247886
action	justice	1	0.71627593
action	lobbying	1	0.7284373
action	manchesters	1	0.7141584
action	measures	1	0.7017064
action	multisectoral	1	0.69802684
action	normandy	1	0.7161941
action	prejudicial	1	0.7297682
action	prejudicing	1	0.7142311
action	reconciliation	1	0.70186555
action	reform	1	0.704283
action	rights	1	0.6857247
action	transnational	1	0.69729066
action	trenches	1	0.71301293
action	unconscionable	1	0.7050861
action	unjust	1	0.71405476
action	unreasonable	1	0.6981153
action	workersa	1	0.6991259
active	1taf	1	0.6594941
active	accomplished	1	0.5817201
active	activist	1	0.60201323
active	assignment	1	0.6691858
active	autodidact	1	0.5895108
active	blocking	1	0.7941448
active	buffering	1	0.78222746
active	dcc	1	0.7785843
active	demobilised	1	0.66187555
active	diffusible	1	0.78445363
active	discharged	1	0.6841354
active	enthusiastic	1	0.5886198
active	hilic	1	0.7896083
active	hydrogel	1	0.7712033
active	initiator	1	0.7775129
active	modulators	1	0.7863496
active	msts	1	0.6664105
active	nnrtis	1	0.775015
active	nzsas	1	0.67429554
active	organizer	1	0.6468785
active	overseas	1	0.82894546
active	pdms	1	0.7738117
active	peacetime	1	0.74350667
active	politican	1	0.5909884
active	reserve	1	0.6698244
active	reservist	1	0.6721553
active	sensitizer	1	0.7822748
active	surfactin	1	0.7804708
activity	activation	1	0.91899943
activity	agro	1	0.6747799
activity	ampk	1	0.91957515
activity	catecholamine	1	0.8953526
activity	cellular	1	0.91516304
activity	chemotaxis	1	0.8985918
activity	cratering	1	0.7654551
activity	dopamine	1	0.8999182
activity	economy	1	0.68727267
activity	ecotourism	1	0.7135111
activity	eruptions	1	0.8162403
activity	eruptive	1	0.8238574
activity	expanding	1	0.64778936
activity	expression	1	0.9103683
activity	forestry	1	0.63879913
activity	geologic	1	0.74033266
activity	glaciation	1	0.7513821
activity	glaciations	1	0.7894673
activity	inhibition	1	0.91717255
activity	interglacials	1	0.7363314
activity	mediated	1	0.90419906
activity	neurotransmission	1	0.89705646
activity	neurotransmitter	1	0.8997259
activity	npy	1	0.9182241
activity	regionas	1	0.7017834
activity	regulation	1	0.91889685
activity	sector	1	0.66375166
activity	seismic	1	0.7638881
activity	seismicity	1	0.74063677
activity	sfrp1	1	0.91747355
activity	stimulatory	1	0.900318
activity	tsunamis	1	0.73520774
activity	uplift	1	0.7726344
activity	upregulation	1	0.9159646
activity	volcanism	1	0.83242726
activity	vulcanism	1	0.74908036
act	novelty	1	0.6740591
act	onstage	1	0.66195494
act	provisions	1	0.75021094
act	repealed	1	0.7581503
act	scaffold	1	0.6990733
act	stabilizing	1	0.68128884
act	trigger	1	0.6948994
add	adding	1	0.75535375
add	allude	1	0.7067308
add	assign	1	0.69504994
add	combine	1	0.7628784
add	compare	1	0.70835197
add	configure	1	0.87228584
add	correspond	1	0.7003164
add	custom	1	0.8623039
add	debug	1	0.8380403
add	desired	1	0.7285921
add	desktop	1	0.84841985
add	files	1	0.84286755
add	fix	1	0.7068543
add	give	1	0.69169956
add	imitate	1	0.75101405
add	install	1	0.8850003
add	introduce	1	0.71643823
add	invert	1	0.7140895
addition	adding	1	0.7235257
addition	besides	1	0.6165829
addition	change	1	0.70969623
addition	changes	1	0.7031348
addition	combine	1	0.7396029
addition	comparison	1	0.7768699
addition	contrast	1	0.8147233
addition	furthermore	1	0.7118028
addition	inclusion	1	0.7137811
addition	likewise	1	0.70825195
addition	manner	1	0.73641247
addition	masley	1	0.5904651
addition	prominently	1	0.58667433
addition	remain	1	0.6121313
addition	respects	1	0.55293465
addition	resulting	1	0.7604859
addition	results	1	0.73294413
add	mix	1	0.7222789
add	plugins	1	0.8463439
add	render	1	0.84908
address	accesses	1	0.86396104
address	addison	1	0.6275256
address	addresses	1	0.91226465
address	ameliorate	1	0.7433479
address	anticipate	1	0.7275342
address	assess	1	0.7369224
address	bustleton	1	0.61898327
address	datagram	1	0.8618505
address	delmar	1	0.6172993
address	dhcp	1	0.86362433
address	directory	1	0.8703644
address	dll	1	0.8614014
address	encrypted	1	0.8709757
address	euclid	1	0.62042844
address	executable	1	0.8708234
address	header	1	0.88237184
address	ip	1	0.8767015
address	lenox	1	0.61732364
address	message	1	0.9091059
address	mitigate	1	0.7447054
address	packet	1	0.85926986
address	postal	1	0.63504404
address	queue	1	0.8678433
address	requests	1	0.8582606
address	rhawn	1	0.61644804
address	stack	1	0.87896067
address	uphams	1	0.6136879
address	url	1	0.8845526
address	zipcode	1	0.6315358
add	scripts	1	0.8475636
add	similarly	1	0.7265201
add	software	1	0.8362532
add	suffice	1	0.7007956
add	update	1	0.8427989
add	updates	1	0.837233
add	users	1	0.8544334
add	whole	1	0.7258638
administration	accountancy	1	0.8694891
administration	administrated	1	0.70595855
administration	administrations	1	0.72557163
administration	bangkok	1	0.6964454
administration	bs	1	0.7751306
administration	bushas	1	0.71016186
administration	business	1	0.91122305
administration	charamba	1	0.6851745
administration	cheney	1	0.67674273
administration	commerce	1	0.80817676
administration	confirmation	1	0.6797274
administration	criminology	1	0.81757903
administration	dinghai	1	0.7158465
administration	dongcheng	1	0.7350877
administration	haicang	1	0.76388955
administration	haidian	1	0.70179325
administration	headquarter	1	0.70410025
administration	impeachment	1	0.727063
administration	jeomchon	1	0.6976104
administration	jiading	1	0.70436645
administration	journalism	1	0.7746021
administration	khwaeng	1	0.7247963
administration	master	1	0.80399984
administration	nixon	1	0.7432067
administration	nonthaburi	1	0.69730115
administration	nursing	1	0.8358019
administration	ouster	1	0.6910462
administration	panjin	1	0.732255
administration	programs	1	0.7781823
administration	pursat	1	0.7425596
administration	qianjiang	1	0.69743437
administration	reagan	1	0.74883795
administration	satun	1	0.71711016
administration	sikhio	1	0.709935
administration	srok	1	0.72030854
administration	wanhua	1	0.7118684
administration	xuhui	1	0.73824877
adult	adults	1	0.8721656
adult	ancc	1	0.6974432
adult	anoles	1	0.7894949
adult	apterous	1	0.81090826
adult	childcare	1	0.77659386
adult	chr	1	0.89118624
adult	christian	1	0.7624826
adult	counseling	1	0.71880364
adult	counselling	1	0.7441697
adult	counselors	1	0.7220491
adult	country	1	0.76017046
adult	dimorphic	1	0.7983484
adult	disabled	1	0.7193221
adult	flipped	1	0.8079015
adult	format	1	0.7953269
adult	formatted	1	0.79238456
adult	gravid	1	0.81077296
adult	hatchlings	1	0.82017535
adult	immature	1	0.89846057
adult	jamz	1	0.77230024
adult	juvenile	1	0.9134165
adult	juveniles	1	0.8345934
adult	mentoring	1	0.7045847
adult	moulted	1	0.78970987
adult	oldies	1	0.8429455
adult	reproduction	1	0.8122963
adult	rhythmic	1	0.7807934
adult	subadult	1	0.81250453
adult	teachers	1	0.7270818
adult	training	1	0.693514
adult	tutoring	1	0.7424609
adult	vocational	1	0.7327663
adult	wdrv	1	0.7608561
adult	wfly	1	0.755392
adult	wlti	1	0.7925662
adult	youths	1	0.7045051
advance	bridgehead	1	0.8238534
advance	competency	1	0.7468082
advance	console	1	0.8556225
advance	counterattack	1	0.8555506
advance	counterattacks	1	0.82757735
advance	dreamcast	1	0.859529
advance	ds	1	0.8605716
advance	encircle	1	0.8412306
advance	encirclement	1	0.87658036
advance	famicom	1	0.8431544
advance	furthering	1	0.746248
advance	gameboy	1	0.8366321
advance	gamecube	1	0.85945654
advance	gba	1	0.8611265
advance	grenaderimagi	1	0.82958186
advance	halted	1	0.82990146
advance	handheld	1	0.8580393
advance	innovative	1	0.76400334
advance	lastekodumagi	1	0.8219072
advance	nes	1	0.8609419
advance	nintendo	1	0.8472077
advance	offensive	1	0.84178525
advance	outflank	1	0.8429613
advance	outflanking	1	0.8268848
advance	promote	1	0.801088
advance	ps2	1	0.8402094
advance	psp	1	0.85014594
advance	retreat	1	0.9012004
advance	retreating	1	0.8840529
advance	snes	1	0.84698045
advance	tetris	1	0.82555455
advance	wii	1	0.83027166
advantage	12a6	1	0.7211862
advantage	12a7	1	0.7107646
advantage	13a0	1	0.7107958
advantage	14a13	1	0.71300817
advantage	16a13	1	0.7125516
advantage	21a20	1	0.72635084
advantage	24a14	1	0.7303265
advantage	24a23	1	0.7199516
advantage	9a0	1	0.7132201
advantage	9a6	1	0.7137269
advantage	advantages	1	0.81097615
advantage	allegiance	1	0.60860693
advantage	ambitions	1	0.61734277
advantage	attentions	1	0.61020565
advantage	because	1	0.7512408
advantage	benefit	1	0.73089564
advantage	clinching	1	0.72902846
advantage	design	1	0.7249637
advantage	disadvantage	1	0.8606066
advantage	disadvantages	1	0.750208
advantage	downside	1	0.759545
advantage	drawback	1	0.76861966
advantage	drawbacks	1	0.7708978
advantage	effectively	1	0.7401588
advantage	feram	1	0.7307509
advantage	indutiomarus	1	0.60433143
advantage	limitation	1	0.77524704
advantage	nram	1	0.770511
advantage	prestige	1	0.6164675
advantage	protestations	1	0.60493726
advantage	reassert	1	0.66214144
advantage	regain	1	0.637771
advantage	seize	1	0.61483806
advice	advisers	1	0.65651006
advice	antonett	1	0.77087104
advice	appointing	1	0.62390405
advice	appointment	1	0.6677418
advice	appropriate	1	0.79715717
advice	asking	1	0.7896896
advice	assistance	1	0.7934027
advice	behalf	1	0.72742546
advice	brilljard	1	0.77529603
advice	comfort	1	0.79352343
advice	compliments	1	0.78499115
advice	consultation	1	0.75426936
advice	corporate	1	0.7444161
advice	dad	1	0.7881201
advice	eagerly	1	0.7777449
advice	father	1	0.7735355
advice	how	1	0.76161903
advice	magawisca	1	0.815268
advice	orders	1	0.646646
advice	organisations	1	0.7428714
advice	permission	1	0.7695336
advice	providing	1	0.8025989
advice	recommendations	1	0.74012935
advice	recruitment	1	0.78408504
advice	referrals	1	0.8121723
advice	regarding	1	0.75558007
advice	technical	1	0.7542606
advice	wishes	1	0.7797161
affect	affecting	1	0.83306605
affect	alterations	1	0.80885327
affect	argue	1	0.70815825
affect	assert	1	0.7047156
affect	causes	1	0.82705307
affect	choices	1	0.70630616
affect	contribute	1	0.8616528
affect	devastate	1	0.58153325
affect	diminish	1	0.61272925
affect	disrupt	1	0.84129834
affect	economic	1	0.71170264
affect	exhibit	1	0.80856746
affect	expectations	1	0.7205491
affect	hamper	1	0.63983756
affect	impact	1	0.732743
affect	impair	1	0.8418578
affect	increase	1	0.813058
affect	increases	1	0.8069824
affect	indicate	1	0.83016354
affect	induce	1	0.8182462
affect	influence	1	0.7077634
affect	influencing	1	0.74568695
affect	intensify	1	0.57160395
affect	materialize	1	0.62167305
affect	mimic	1	0.8182075
affect	occur	1	0.8058831
affect	rainbands	1	0.56821764
affect	rainfalls	1	0.5818758
affect	rains	1	0.5784394
affect	reduce	1	0.79872227
affect	responses	1	0.8012659
affect	societal	1	0.7101082
affect	threaten	1	0.68775207
affect	weaken	1	0.5642399
africa	abyssinia	1	0.60894847
africa	americas	1	0.81748486
africa	asia	1	0.92282945
africa	australasia	1	0.8283367
africa	australia	1	0.7503364
africa	eurasia	1	0.85347
africa	europe	1	0.8162744
africa	kenya	1	0.8517778
africa	lesotho	1	0.8353274
africa	malawi	1	0.86597764
africa	mauritius	1	0.7883814
africa	mozambique	1	0.87614685
africa	namibia	1	0.89985746
africa	nigeria	1	0.82636
africa	rhodesia	1	0.60189056
africa	rwanda	1	0.85714567
africa	senegal	1	0.8293007
africa	siberia	1	0.7735059
africa	somalia	1	0.8703465
africa	sub	1	0.7751057
africa	sudan	1	0.86773765
africa	swaziland	1	0.90668863
africa	tanzania	1	0.8990703
africa	uganda	1	0.88378465
africa	zambia	1	0.8881051
age	100	1	0.5196903
age	18	1	0.6499657
age	65	1	0.5072573
age	65years	1	0.5626862
age	94	1	0.48327672
age	age65	1	0.5121553
age	aged	1	0.67710143
age	alone	1	0.50877124
age	apoplexy	1	0.5760273
age	chalcolithic	1	0.70953315
age	civilization	1	0.66614056
age	died	1	0.5848123
age	eighteen	1	0.61052287
age	eighteens	1	0.4887707
age	hallstatt	1	0.667069
age	mesolithic	1	0.6820704
age	mesopotamian	1	0.6530644
age	minoan	1	0.649826
age	mycenaean	1	0.6839445
age	mycenean	1	0.6739485
agency	afp	1	0.71057534
agency	agencies	1	0.8051955
agency	agencyas	1	0.73873186
agency	ciaas	1	0.6629006
agency	cida	1	0.7117298
agency	contracting	1	0.8055398
agency	counterintelligence	1	0.7188921
agency	counterterrorism	1	0.70799655
agency	dfid	1	0.7143823
agency	directorate	1	0.7515154
agency	discretionary	1	0.7441523
agency	employer	1	0.78664947
agency	entities	1	0.77278113
agency	epa	1	0.8009553
agency	federal	1	0.7960993
agency	intelligence	1	0.6678358
agency	isi	1	0.68752146
agency	ministry	1	0.71136796
agency	ministryas	1	0.6912997
agency	nro	1	0.6769952
agency	pentagon	1	0.6572416
agency	programme	1	0.7459932
agency	regulatory	1	0.7702648
agency	sisde	1	0.664427
agency	statutory	1	0.7489722
agency	tass	1	0.65877914
agency	usaid	1	0.7631013
age	neolithic	1	0.7224048
agent	antifungal	1	0.8605005
agent	antiseptic	1	0.8545143
agent	apomorphine	1	0.8471661
agent	appraiser	1	0.6605663
agent	atropine	1	0.8500403
agent	auctioneer	1	0.680859
agent	backup	1	0.5627945
agent	bookkeeper	1	0.68844134
agent	broker	1	0.7170177
agent	coagulant	1	0.8624916
agent	colts	1	0.55818164
agent	commissioner	1	0.6830343
agent	contract	1	0.5916611
agent	cornerback	1	0.5831272
agent	dallas	1	0.56102234
agent	diphenhydramine	1	0.8476834
agent	disinfectant	1	0.8589505
agent	diuretic	1	0.84307945
agent	donnels	1	0.55973935
agent	draftsman	1	0.6624582
agent	ergotamine	1	0.8416562
agent	excipient	1	0.839612
agent	expectorant	1	0.8457682
agent	herbicide	1	0.8419776
agent	injectable	1	0.84546787
agent	offseason	1	0.6290658
agent	organophosphate	1	0.8785631
agent	overseer	1	0.6694509
agent	paymaster	1	0.68086565
agent	preservative	1	0.84838086
agent	prosecutor	1	0.6571665
agent	safety	1	0.5759838
agent	salesman	1	0.6619459
agent	signed	1	0.6484466
agent	solicitor	1	0.65976906
agent	starter	1	0.5677967
agent	topical	1	0.8601974
agent	triclosan	1	0.84798974
agent	undrafted	1	0.77888775
agent	waived	1	0.625801
age	older	1	0.554561
age	over	1	0.5764225
age	paleolithic	1	0.66754854
age	predating	1	0.6612025
age	predynastic	1	0.6808982
age	prehistory	1	0.70372844
age	sican	1	0.65001506
age	sixty	1	0.62684536
age	teotihuacan	1	0.65828097
age	those	1	0.6548868
age	under	1	0.513927
age	urnfield	1	0.6778382
age	years	1	0.60096747
agreement	agreements	1	0.6387478
agreement	agreements	1	0.80392325
agreement	bilateral	1	0.6740899
agreement	cafta	1	0.6806776
agreement	ceasefire	1	0.7709719
agreement	cefta	1	0.6007586
agreement	cisg	1	0.73933893
agreement	contracts	1	0.7261777
agreement	contractual	1	0.7065704
agreement	cooperation	1	0.6940377
agreement	disclosure	1	0.73434544
agreement	dispute	1	0.6290162
agreement	dispute	1	0.6942247
agreement	efta	1	0.6031657
agreement	enforceability	1	0.7319168
agreement	enforceable	1	0.7532377
agreement	eu	1	0.6237914
agreement	frontex	1	0.6199047
agreement	ftas	1	0.6200351
agreement	gatt	1	0.6387953
agreement	gnep	1	0.6071016
agreement	multilateral	1	0.67359936
agreement	nafta	1	0.79171586
agreement	negotiated	1	0.69607884
agreement	peace	1	0.75180143
agreement	recognition	1	0.7007388
agreement	reconciliation	1	0.62415284
agreement	sovietalithuanian	1	0.68937576
agreement	tripartite	1	0.8015604
agreement	truce	1	0.73616546
agreement	wto	1	0.64494467
aid	aids	1	0.8240835
aid	attempted	1	0.78320587
aid	avoid	1	0.7018449
aid	capture	1	0.79283667
aid	companions	1	0.7864444
aid	confront	1	0.78637755
aid	controlling	1	0.71114546
aid	destroy	1	0.7975945
aid	detect	1	0.6930587
aid	emissaries	1	0.7847298
aid	enhance	1	0.69336677
aid	envoys	1	0.7707842
aid	escape	1	0.7984909
aid	evacuate	1	0.77513707
aid	forced	1	0.7707743
aid	forces	1	0.8065736
aid	freeing	1	0.815432
aid	guide	1	0.693068
aid	improve	1	0.7104955
aid	invade	1	0.81195784
aid	prevent	1	0.7090902
aid	recapture	1	0.81251067
aid	rescuing	1	0.7903634
aid	resist	1	0.83618903
aid	resurrect	1	0.79719514
aid	retake	1	0.8053296
aid	retreat	1	0.7942199
aid	revive	1	0.8209748
aid	save	1	0.8118358
aid	subdue	1	0.8046509
aid	summons	1	0.8077399
aid	surrenders	1	0.7978073
aid	troops	1	0.8523693
aid	vanquish	1	0.7911464
aid	withdraw	1	0.83799595
aim	21bis	1	0.7247791
aim	agm	1	0.72509503
aim	aims	1	0.8396893
aim	amraam	1	0.8070241
aim	antiship	1	0.71185327
aim	aspide	1	0.7075249
aim	asraam	1	0.7366646
aim	asroc	1	0.7120112
aim	bomarc	1	0.7435451
aim	ciws	1	0.712427
aim	complexities	1	0.7492635
aim	enable	1	0.74205756
aim	enabling	1	0.7585194
aim	ensure	1	0.6900128
aim	exocet	1	0.7282218
aim	exploit	1	0.7947008
aim	facilitate	1	0.6887142
aim	foundationas	1	0.6849834
aim	harpoon	1	0.7245518
aim	initiative	1	0.72762704
aim	intended	1	0.75731874
aim	konkurs	1	0.7277596
aim	malyutka	1	0.72071356
aim	missiles	1	0.77681226
aim	multirole	1	0.7201808
aim	needed	1	0.7471969
aim	objectives	1	0.7703
aim	optimise	1	0.7408621
aim	optimize	1	0.77610976
aim	optimizing	1	0.74334794
aim	ourgrid	1	0.7660276
aim	promote	1	0.7229117
aim	seeks	1	0.72698385
aim	sidewinder	1	0.86631393
aim	tomahawk	1	0.71527797
aim	usability	1	0.7557651
aim	validate	1	0.75086015
air	aerial	1	0.8867049
air	aeromexico	1	0.75582206
air	airbases	1	0.80774194
air	aircrews	1	0.80792683
air	airdrop	1	0.81083894
air	airline	1	0.7498621
air	airlines	1	0.78616863
air	airpower	1	0.8142535
air	airwaves	1	0.7637197
air	airways	1	0.7660164
air	antiair	1	0.8063488
air	barnkanalen	1	0.78867394
air	cargolux	1	0.74790907
air	creebec	1	0.7968433
air	crews	1	0.8250581
air	destinations	1	0.74615353
air	domestic	1	0.77729475
air	flights	1	0.7774132
air	ground	1	0.9029763
air	hub	1	0.7483086
air	international	1	0.7620758
air	kgmb	1	0.7571874
air	kitv	1	0.77765125
air	knxv	1	0.77868855
air	kpho	1	0.7850349
air	kqcw	1	0.78021234
air	lacsa	1	0.74146426
air	missions	1	0.8157482
air	niugini	1	0.7515404
airport	aboisso	1	0.5921915
airport	aeroport	1	0.5922613
airport	airline	1	0.54824144
airport	airline	1	0.67041594
airport	airport	1	0.68578714
airport	barajas	1	0.6636442
airport	bintulu	1	0.528276
airport	bongor	1	0.53979886
airport	bongor	1	0.6673534
airport	bougouni	1	0.5487126
airport	bykovo	1	0.5639293
airport	centrair	1	0.6856366
airport	daloa	1	0.587136
airport	entebbe	1	0.52368337
airport	ferkessedougou	1	0.6350219
airport	gagnoa	1	0.54728955
airport	goundam	1	0.568952
airport	guarulhos	1	0.71009856
airport	haneda	1	0.68039787
airport	hatta	1	0.5221273
airport	hewanorra	1	0.6992595
airport	hongqiao	1	0.67704254
airport	international	1	0.5857484
airport	international	1	0.59499633
airport	international	1	0.8669102
airport	kasese	1	0.52882046
airport	korhogo	1	0.6185088
airport	koukou	1	0.54615986
airport	likoma	1	0.5251882
airport	mamfe	1	0.55983585
airport	matari	1	0.5548848
airport	narita	1	0.6750695
airport	nedumbassery	1	0.5362806
airport	ninoy	1	0.6695536
airport	nkongsamba	1	0.5538007
airport	odienne	1	0.55737907
airport	paliparan	1	0.7380554
airport	paliparang	1	0.77792543
airport	perdanakusuma	1	0.53720844
airport	perdanakusuma	1	0.6888592
airport	pistarini	1	0.73642147
airport	pulau	1	0.54513896
airport	riberalta	1	0.6804832
airport	sokode	1	0.5773854
airport	tugdan	1	0.5348916
airport	tugdan	1	0.68372357
airport	uninhabited	1	0.53410286
airport	vostochny	1	0.58196867
air	skywest	1	0.77076817
air	squadrons	1	0.81623656
air	strategic	1	0.8129324
air	support	1	0.85304344
air	wbff	1	0.7641569
air	weekends	1	0.7724424
air	wfft	1	0.79404676
air	wnds	1	0.7581877
air	wnem	1	0.766165
air	wptt	1	0.7602568
air	wpxi	1	0.7627566
air	wqad	1	0.7757739
air	wxix	1	0.774124
al	1988a	1	0.6323818
al	1988b	1	0.6563575
al	1996a	1	0.61789864
al	2003a	1	0.59876585
al	2003b	1	0.6173926
al	2004b	1	0.6932691
al	2006b	1	0.6103149
al	arabi	1	0.89233965
al	baghdadi	1	0.8905025
album	28david	1	0.7599364
album	28ep	1	0.7911697
album	28john	1	0.7657544
album	28the	1	0.7845937
album	albumas	1	0.74555534
album	band	1	0.8254613
album	charting	1	0.7617385
album	compilation	1	0.8007859
album	dance	1	0.7528334
album	dirrty	1	0.7896346
album	duo	1	0.739922
album	entitled	1	0.7306809
album	eponymous	1	0.7174513
album	indie	1	0.76405895
album	live	1	0.725664
album	melodic	1	0.73028624
album	metal	1	0.7471329
album	metalcore	1	0.7327489
album	pop	1	0.76774997
album	punk	1	0.7821144
album	rap	1	0.7405778
album	rapper	1	0.7213492
album	remixes	1	0.7143593
album	roxette	1	0.7530168
album	shine	1	0.7285296
album	singer	1	0.7393705
album	smile	1	0.74124175
album	studio	1	0.8854295
album	synthpop	1	0.7170942
album	top	1	0.7374255
album	topping	1	0.769051
album	tracklisting	1	0.7575264
album	videos	1	0.75786686
al	cibois	1	0.6343557
al	fadl	1	0.89194745
al	farjon	1	0.64218765
al	gooden	1	0.6888438
al	hamadani	1	0.8924337
al	hamdani	1	0.90202725
al	harb	1	0.89514613
al	harbi	1	0.8892268
al	hrabosky	1	0.70991653
al	jabarti	1	0.9036701
al	jazairi	1	0.8926915
al	kivisild	1	0.7140494
al	makovicky	1	0.67894274
al	naqib	1	0.8883759
al	pnas	1	0.6003761
al	qassimi	1	0.8896347
al	rauhut	1	0.6332127
al	ryan	1	0.6965758
al	saqr	1	0.8924027
al	scheltema	1	0.65176016
al	shaykh	1	0.89645976
al	shirazi	1	0.892801
alternative	additional	1	0.73394525
alternative	alternatives	1	0.7907696
alternative	christian	1	0.7873506
alternative	economic	1	0.71885455
alternative	electronica	1	0.8011295
alternative	electropop	1	0.7891303
